Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade,Venda_unitaria,Faturamento
3261,"domingo, 19 de setembro de 2021",9187,8,4,R$ 45,R$ 180
3264,"domingo, 19 de setembro de 2021",5374,8,4,R$ 45,R$ 180
3295,"quarta-feira, 22 de setembro de 2021",2587,8,4,R$ 45,R$ 180
3455,"terça-feira, 5 de outubro de 2021",9495,8,4,R$ 45,R$ 180
3483,"quarta-feira, 6 de outubro de 2021",7354,8,4,R$ 45,R$ 180
3501,"sexta-feira, 8 de outubro de 2021",3725,8,4,R$ 45,R$ 180
3504,"sexta-feira, 8 de outubro de 2021",2587,8,4,R$ 45,R$ 180
3667,"sábado, 23 de outubro de 2021",6208,8,4,R$ 45,R$ 180
3887,"segunda-feira, 8 de novembro de 2021",5303,8,4,R$ 45,R$ 180
3918,"sexta-feira, 12 de novembro de 2021",9929,8,4,R$ 45,R$ 180
4004,"quarta-feira, 17 de novembro de 2021",5542,8,4,R$ 45,R$ 180
4015,"quinta-feira, 18 de novembro de 2021",7072,8,4,R$ 45,R$ 180
4036,"sábado, 20 de novembro de 2021",2021,8,4,R$ 45,R$ 180
4188,"quarta-feira, 1 de dezembro de 2021",8254,8,4,R$ 45,R$ 180
4270,"domingo, 5 de dezembro de 2021",3231,8,4,R$ 45,R$ 180
4318,"quinta-feira, 9 de dezembro de 2021",8159,8,4,R$ 45,R$ 180
4480,"domingo, 19 de dezembro de 2021",8351,8,4,R$ 45,R$ 180
4511,"terça-feira, 21 de dezembro de 2021",1795,8,4,R$ 45,R$ 180
4528,"terça-feira, 21 de dezembro de 2021",1352,8,4,R$ 45,R$ 180
4666,"quarta-feira, 29 de dezembro de 2021",8841,8,4,R$ 45,R$ 180
4723,"sexta-feira, 31 de dezembro de 2021",8351,8,4,R$ 45,R$ 180
4749,"sábado, 1 de janeiro de 2022",4579,8,4,R$ 45,R$ 180
5024,"quinta-feira, 13 de janeiro de 2022",1310,8,4,R$ 45,R$ 180
5110,"domingo, 16 de janeiro de 2022",615,8,4,R$ 45,R$ 180
5124,"segunda-feira, 17 de janeiro de 2022",3277,8,4,R$ 45,R$ 180
5129,"segunda-feira, 17 de janeiro de 2022",5129,8,4,R$ 45,R$ 180
5244,"sexta-feira, 21 de janeiro de 2022",7758,8,4,R$ 45,R$ 180
5251,"sábado, 22 de janeiro de 2022",9412,8,4,R$ 45,R$ 180
5369,"quinta-feira, 27 de janeiro de 2022",9715,8,4,R$ 45,R$ 180
5378,"quinta-feira, 27 de janeiro de 2022",5305,8,4,R$ 45,R$ 180
5474,"segunda-feira, 31 de janeiro de 2022",1754,8,4,R$ 45,R$ 180
5516,"terça-feira, 1 de fevereiro de 2022",9844,8,4,R$ 45,R$ 180
5682,"segunda-feira, 7 de fevereiro de 2022",1217,8,4,R$ 45,R$ 180
5809,"sexta-feira, 11 de fevereiro de 2022",1575,8,4,R$ 45,R$ 180
5922,"terça-feira, 15 de fevereiro de 2022",5374,8,4,R$ 45,R$ 180
6088,"segunda-feira, 21 de fevereiro de 2022",850,8,4,R$ 45,R$ 180
6121,"terça-feira, 22 de fevereiro de 2022",8756,8,4,R$ 45,R$ 180
6132,"quarta-feira, 23 de fevereiro de 2022",7055,8,4,R$ 45,R$ 180
6307,"segunda-feira, 28 de fevereiro de 2022",6075,8,4,R$ 45,R$ 180
6316,"terça-feira, 1 de março de 2022",2852,8,4,R$ 45,R$ 180
6361,"quinta-feira, 3 de março de 2022",5067,8,4,R$ 45,R$ 180
6386,"quinta-feira, 3 de março de 2022",7587,8,4,R$ 45,R$ 180
6460,"domingo, 6 de março de 2022",1424,8,4,R$ 45,R$ 180
6495,"terça-feira, 8 de março de 2022",9625,8,4,R$ 45,R$ 180
6544,"quarta-feira, 9 de março de 2022",10114,8,4,R$ 45,R$ 180
6581,"sexta-feira, 11 de março de 2022",8483,8,4,R$ 45,R$ 180
6620,"sábado, 12 de março de 2022",7782,8,4,R$ 45,R$ 180
6660,"segunda-feira, 14 de março de 2022",4198,8,4,R$ 45,R$ 180
6685,"terça-feira, 15 de março de 2022",3010,8,4,R$ 45,R$ 180
6795,"sábado, 19 de março de 2022",8115,8,4,R$ 45,R$ 180
6801,"sábado, 19 de março de 2022",9726,8,4,R$ 45,R$ 180
6829,"segunda-feira, 21 de março de 2022",9638,8,4,R$ 45,R$ 180
6881,"quarta-feira, 23 de março de 2022",9904,8,4,R$ 45,R$ 180
7007,"segunda-feira, 28 de março de 2022",4029,8,4,R$ 45,R$ 180
7160,"sábado, 2 de abril de 2022",5088,8,4,R$ 45,R$ 180
7208,"segunda-feira, 4 de abril de 2022",3601,8,4,R$ 45,R$ 180
7222,"terça-feira, 5 de abril de 2022",9271,8,4,R$ 45,R$ 180
7246,"terça-feira, 5 de abril de 2022",5465,8,4,R$ 45,R$ 180
7372,"domingo, 10 de abril de 2022",9953,8,4,R$ 45,R$ 180
7380,"domingo, 10 de abril de 2022",1468,8,4,R$ 45,R$ 180
7421,"terça-feira, 12 de abril de 2022",5398,8,4,R$ 45,R$ 180
7429,"terça-feira, 12 de abril de 2022",109,8,4,R$ 45,R$ 180
7451,"quarta-feira, 13 de abril de 2022",6415,8,4,R$ 45,R$ 180
7470,"quinta-feira, 14 de abril de 2022",8683,8,4,R$ 45,R$ 180
7479,"quinta-feira, 14 de abril de 2022",8466,8,4,R$ 45,R$ 180
7657,"quinta-feira, 21 de abril de 2022",1481,8,4,R$ 45,R$ 180
7791,"terça-feira, 26 de abril de 2022",4543,8,4,R$ 45,R$ 180
7854,"quinta-feira, 28 de abril de 2022",9610,8,4,R$ 45,R$ 180
7947,"domingo, 1 de maio de 2022",9703,8,4,R$ 45,R$ 180
8004,"quarta-feira, 4 de maio de 2022",3755,8,4,R$ 45,R$ 180
8036,"quinta-feira, 5 de maio de 2022",6461,8,4,R$ 45,R$ 180
8093,"sábado, 7 de maio de 2022",3174,8,4,R$ 45,R$ 180
8105,"sábado, 7 de maio de 2022",305,8,4,R$ 45,R$ 180
8118,"sábado, 7 de maio de 2022",7356,8,4,R$ 45,R$ 180
8182,"segunda-feira, 9 de maio de 2022",2526,8,4,R$ 45,R$ 180
8290,"sábado, 14 de maio de 2022",8101,8,4,R$ 45,R$ 180
8386,"terça-feira, 17 de maio de 2022",8405,8,4,R$ 45,R$ 180
8423,"quinta-feira, 19 de maio de 2022",3056,8,4,R$ 45,R$ 180
8520,"domingo, 22 de maio de 2022",7412,8,4,R$ 45,R$ 180
8780,"terça-feira, 31 de maio de 2022",789,8,4,R$ 45,R$ 180
8794,"quarta-feira, 1 de junho de 2022",6669,8,4,R$ 45,R$ 180
8803,"quarta-feira, 1 de junho de 2022",8380,8,4,R$ 45,R$ 180
8840,"sexta-feira, 3 de junho de 2022",3338,8,4,R$ 45,R$ 180
8931,"segunda-feira, 6 de junho de 2022",566,8,4,R$ 45,R$ 180
9022,"quinta-feira, 9 de junho de 2022",9040,8,4,R$ 45,R$ 180
9065,"sábado, 11 de junho de 2022",8202,8,4,R$ 45,R$ 180
9086,"domingo, 12 de junho de 2022",4049,8,4,R$ 45,R$ 180
9152,"terça-feira, 14 de junho de 2022",2118,8,4,R$ 45,R$ 180
9186,"quinta-feira, 16 de junho de 2022",1183,8,4,R$ 45,R$ 180
9219,"sexta-feira, 17 de junho de 2022",1325,8,4,R$ 45,R$ 180
9324,"segunda-feira, 20 de junho de 2022",3454,8,4,R$ 45,R$ 180
9369,"quarta-feira, 22 de junho de 2022",4595,8,4,R$ 45,R$ 180
9391,"quinta-feira, 23 de junho de 2022",2550,8,4,R$ 45,R$ 180
9444,"sábado, 25 de junho de 2022",683,8,4,R$ 45,R$ 180
9475,"domingo, 26 de junho de 2022",1524,8,4,R$ 45,R$ 180
9500,"segunda-feira, 27 de junho de 2022",4731,8,4,R$ 45,R$ 180
9558,"quarta-feira, 29 de junho de 2022",8115,8,4,R$ 45,R$ 180
9618,"sábado, 2 de julho de 2022",8070,8,4,R$ 45,R$ 180
9811,"sexta-feira, 8 de julho de 2022",1550,8,4,R$ 45,R$ 180
9818,"sábado, 9 de julho de 2022",4340,8,4,R$ 45,R$ 180
9891,"segunda-feira, 11 de julho de 2022",6132,8,4,R$ 45,R$ 180
9974,"quinta-feira, 14 de julho de 2022",9029,8,4,R$ 45,R$ 180
9993,"sexta-feira, 15 de julho de 2022",8333,8,4,R$ 45,R$ 180
10010,"sexta-feira, 15 de julho de 2022",2510,8,4,R$ 45,R$ 180
10200,"quinta-feira, 21 de julho de 2022",2829,8,4,R$ 45,R$ 180
10229,"sábado, 23 de julho de 2022",1620,8,4,R$ 45,R$ 180
10232,"sábado, 23 de julho de 2022",7977,8,4,R$ 45,R$ 180
10239,"domingo, 24 de julho de 2022",1693,8,4,R$ 45,R$ 180
10249,"domingo, 24 de julho de 2022",2175,8,4,R$ 45,R$ 180
10255,"domingo, 24 de julho de 2022",6563,8,4,R$ 45,R$ 180
10348,"quinta-feira, 28 de julho de 2022",8203,8,4,R$ 45,R$ 180
10361,"quinta-feira, 28 de julho de 2022",5530,8,4,R$ 45,R$ 180
10499,"quarta-feira, 3 de agosto de 2022",465,8,4,R$ 45,R$ 180
10626,"segunda-feira, 8 de agosto de 2022",2619,8,4,R$ 45,R$ 180
10736,"quinta-feira, 11 de agosto de 2022",5195,8,4,R$ 45,R$ 180
10793,"sábado, 13 de agosto de 2022",8454,8,4,R$ 45,R$ 180
10938,"sexta-feira, 19 de agosto de 2022",3174,8,4,R$ 45,R$ 180
11012,"segunda-feira, 22 de agosto de 2022",9891,8,4,R$ 45,R$ 180
11037,"terça-feira, 23 de agosto de 2022",1972,8,4,R$ 45,R$ 180
11079,"quinta-feira, 25 de agosto de 2022",7939,8,4,R$ 45,R$ 180
11105,"sexta-feira, 26 de agosto de 2022",5124,8,4,R$ 45,R$ 180
11194,"segunda-feira, 29 de agosto de 2022",3957,8,4,R$ 45,R$ 180
11299,"sexta-feira, 2 de setembro de 2022",5592,8,4,R$ 45,R$ 180
11333,"domingo, 4 de setembro de 2022",9993,8,4,R$ 45,R$ 180
11362,"segunda-feira, 5 de setembro de 2022",10173,8,4,R$ 45,R$ 180
11450,"quinta-feira, 8 de setembro de 2022",8704,8,4,R$ 45,R$ 180
11471,"sexta-feira, 9 de setembro de 2022",5318,8,4,R$ 45,R$ 180
11513,"sábado, 10 de setembro de 2022",1753,8,4,R$ 45,R$ 180
11598,"terça-feira, 13 de setembro de 2022",10173,8,4,R$ 45,R$ 180
11638,"quinta-feira, 15 de setembro de 2022",2703,8,4,R$ 45,R$ 180
11671,"sexta-feira, 16 de setembro de 2022",2919,8,4,R$ 45,R$ 180
11676,"sexta-feira, 16 de setembro de 2022",3864,8,4,R$ 45,R$ 180
11764,"terça-feira, 20 de setembro de 2022",8363,8,4,R$ 45,R$ 180
11812,"quarta-feira, 21 de setembro de 2022",7745,8,4,R$ 45,R$ 180
11963,"segunda-feira, 26 de setembro de 2022",2034,8,4,R$ 45,R$ 180
12066,"quinta-feira, 29 de setembro de 2022",7124,8,4,R$ 45,R$ 180
12109,"sábado, 1 de outubro de 2022",7301,8,4,R$ 45,R$ 180
12372,"terça-feira, 11 de outubro de 2022",2229,8,4,R$ 45,R$ 180
12391,"quarta-feira, 12 de outubro de 2022",9574,8,4,R$ 45,R$ 180
12442,"sexta-feira, 14 de outubro de 2022",1787,8,4,R$ 45,R$ 180
12450,"sexta-feira, 14 de outubro de 2022",3231,8,4,R$ 45,R$ 180
12461,"sábado, 15 de outubro de 2022",8837,8,4,R$ 45,R$ 180
12481,"domingo, 16 de outubro de 2022",7977,8,4,R$ 45,R$ 180
12535,"terça-feira, 18 de outubro de 2022",755,8,4,R$ 45,R$ 180
12645,"sexta-feira, 21 de outubro de 2022",9954,8,4,R$ 45,R$ 180
12657,"sábado, 22 de outubro de 2022",446,8,4,R$ 45,R$ 180
12675,"sábado, 22 de outubro de 2022",3121,8,4,R$ 45,R$ 180
12716,"segunda-feira, 24 de outubro de 2022",5665,8,4,R$ 45,R$ 180
12721,"segunda-feira, 24 de outubro de 2022",4397,8,4,R$ 45,R$ 180
12758,"terça-feira, 25 de outubro de 2022",1444,8,4,R$ 45,R$ 180
12807,"quinta-feira, 27 de outubro de 2022",2068,8,4,R$ 45,R$ 180
12838,"sexta-feira, 28 de outubro de 2022",4562,8,4,R$ 45,R$ 180
13074,"sábado, 5 de novembro de 2022",1633,8,4,R$ 45,R$ 180
13099,"domingo, 6 de novembro de 2022",5150,8,4,R$ 45,R$ 180
13103,"domingo, 6 de novembro de 2022",480,8,4,R$ 45,R$ 180
13117,"segunda-feira, 7 de novembro de 2022",8775,8,4,R$ 45,R$ 180
13137,"segunda-feira, 7 de novembro de 2022",3633,8,4,R$ 45,R$ 180
13178,"quarta-feira, 9 de novembro de 2022",6847,8,4,R$ 45,R$ 180
13216,"quinta-feira, 10 de novembro de 2022",2863,8,4,R$ 45,R$ 180
13244,"sexta-feira, 11 de novembro de 2022",4009,8,4,R$ 45,R$ 180
13331,"segunda-feira, 14 de novembro de 2022",5095,8,4,R$ 45,R$ 180
13488,"domingo, 20 de novembro de 2022",2139,8,4,R$ 45,R$ 180
13520,"terça-feira, 22 de novembro de 2022",2221,8,4,R$ 45,R$ 180
13588,"quinta-feira, 24 de novembro de 2022",734,8,4,R$ 45,R$ 180
13646,"domingo, 27 de novembro de 2022",3938,8,4,R$ 45,R$ 180
13831,"segunda-feira, 5 de dezembro de 2022",9391,8,4,R$ 45,R$ 180
13835,"terça-feira, 6 de dezembro de 2022",3125,8,4,R$ 45,R$ 180
13916,"domingo, 11 de dezembro de 2022",9631,8,4,R$ 45,R$ 180
14032,"domingo, 25 de dezembro de 2022",2791,8,4,R$ 45,R$ 180
66,"quinta-feira, 7 de janeiro de 2021",5590,17,4,R$ 60,R$ 240
91,"terça-feira, 12 de janeiro de 2021",1275,17,4,R$ 60,R$ 240
186,"sexta-feira, 22 de janeiro de 2021",2251,17,4,R$ 60,R$ 240
301,"segunda-feira, 1 de fevereiro de 2021",4763,17,4,R$ 60,R$ 240
602,"sexta-feira, 26 de fevereiro de 2021",1442,17,4,R$ 60,R$ 240
620,"domingo, 28 de fevereiro de 2021",2818,17,4,R$ 60,R$ 240
687,"quarta-feira, 3 de março de 2021",819,17,4,R$ 60,R$ 240
708,"sexta-feira, 5 de março de 2021",2570,17,4,R$ 60,R$ 240
733,"domingo, 7 de março de 2021",9826,17,4,R$ 60,R$ 240
796,"quinta-feira, 11 de março de 2021",652,17,4,R$ 60,R$ 240
813,"sexta-feira, 12 de março de 2021",5957,17,4,R$ 60,R$ 240
833,"sábado, 13 de março de 2021",8647,17,4,R$ 60,R$ 240
849,"domingo, 14 de março de 2021",504,17,4,R$ 60,R$ 240
882,"quarta-feira, 17 de março de 2021",4726,17,4,R$ 60,R$ 240
942,"domingo, 21 de março de 2021",376,17,4,R$ 60,R$ 240
961,"segunda-feira, 22 de março de 2021",6537,17,4,R$ 60,R$ 240
972,"terça-feira, 23 de março de 2021",591,17,4,R$ 60,R$ 240
976,"quarta-feira, 24 de março de 2021",1648,17,4,R$ 60,R$ 240
1073,"segunda-feira, 29 de março de 2021",6190,17,4,R$ 60,R$ 240
1128,"sexta-feira, 2 de abril de 2021",9867,17,4,R$ 60,R$ 240
1200,"quarta-feira, 7 de abril de 2021",3242,17,4,R$ 60,R$ 240
1263,"segunda-feira, 12 de abril de 2021",9098,17,4,R$ 60,R$ 240
1294,"quarta-feira, 14 de abril de 2021",7410,17,4,R$ 60,R$ 240
1315,"quinta-feira, 15 de abril de 2021",551,17,4,R$ 60,R$ 240
1374,"segunda-feira, 19 de abril de 2021",9061,17,4,R$ 60,R$ 240
1378,"segunda-feira, 19 de abril de 2021",2689,17,4,R$ 60,R$ 240
1452,"domingo, 25 de abril de 2021",6299,17,4,R$ 60,R$ 240
1498,"quarta-feira, 28 de abril de 2021",5038,17,4,R$ 60,R$ 240
1553,"domingo, 2 de maio de 2021",4700,17,4,R$ 60,R$ 240
1554,"domingo, 2 de maio de 2021",2775,17,4,R$ 60,R$ 240
1704,"quinta-feira, 13 de maio de 2021",8577,17,4,R$ 60,R$ 240
1826,"domingo, 23 de maio de 2021",2201,17,4,R$ 60,R$ 240
1959,"quarta-feira, 2 de junho de 2021",426,17,4,R$ 60,R$ 240
1977,"sexta-feira, 4 de junho de 2021",5233,17,4,R$ 60,R$ 240
2026,"terça-feira, 8 de junho de 2021",1167,17,4,R$ 60,R$ 240
2044,"quinta-feira, 10 de junho de 2021",3929,17,4,R$ 60,R$ 240
2094,"terça-feira, 15 de junho de 2021",6107,17,4,R$ 60,R$ 240
2298,"quinta-feira, 1 de julho de 2021",3719,17,4,R$ 60,R$ 240
2336,"segunda-feira, 5 de julho de 2021",7521,17,4,R$ 60,R$ 240
2349,"terça-feira, 6 de julho de 2021",4925,17,4,R$ 60,R$ 240
2382,"sexta-feira, 9 de julho de 2021",1468,17,4,R$ 60,R$ 240
2427,"segunda-feira, 12 de julho de 2021",5790,17,4,R$ 60,R$ 240
2733,"sexta-feira, 6 de agosto de 2021",169,17,4,R$ 60,R$ 240
2792,"quarta-feira, 11 de agosto de 2021",170,17,4,R$ 60,R$ 240
2890,"quinta-feira, 19 de agosto de 2021",3552,17,4,R$ 60,R$ 240
2912,"sábado, 21 de agosto de 2021",3728,17,4,R$ 60,R$ 240
3145,"quinta-feira, 9 de setembro de 2021",1485,17,4,R$ 60,R$ 240
3245,"sábado, 18 de setembro de 2021",1289,17,4,R$ 60,R$ 240
3271,"domingo, 19 de setembro de 2021",3310,17,4,R$ 60,R$ 240
3353,"terça-feira, 28 de setembro de 2021",8253,17,4,R$ 60,R$ 240
3376,"quinta-feira, 30 de setembro de 2021",5394,17,4,R$ 60,R$ 240
3396,"sexta-feira, 1 de outubro de 2021",7065,17,4,R$ 60,R$ 240
3508,"sexta-feira, 8 de outubro de 2021",2201,17,4,R$ 60,R$ 240
3531,"domingo, 10 de outubro de 2021",905,17,4,R$ 60,R$ 240
3603,"sábado, 16 de outubro de 2021",3208,17,4,R$ 60,R$ 240
3614,"domingo, 17 de outubro de 2021",7051,17,4,R$ 60,R$ 240
3718,"quarta-feira, 27 de outubro de 2021",2656,17,4,R$ 60,R$ 240
3751,"sexta-feira, 29 de outubro de 2021",8793,17,4,R$ 60,R$ 240
3755,"sexta-feira, 29 de outubro de 2021",9176,17,4,R$ 60,R$ 240
3779,"domingo, 31 de outubro de 2021",4082,17,4,R$ 60,R$ 240
3911,"quinta-feira, 11 de novembro de 2021",133,17,4,R$ 60,R$ 240
3950,"domingo, 14 de novembro de 2021",5958,17,4,R$ 60,R$ 240
4042,"sábado, 20 de novembro de 2021",8056,17,4,R$ 60,R$ 240
4088,"terça-feira, 23 de novembro de 2021",9234,17,4,R$ 60,R$ 240
4094,"terça-feira, 23 de novembro de 2021",5944,17,4,R$ 60,R$ 240
4104,"quarta-feira, 24 de novembro de 2021",355,17,4,R$ 60,R$ 240
4124,"sexta-feira, 26 de novembro de 2021",8554,17,4,R$ 60,R$ 240
4213,"quinta-feira, 2 de dezembro de 2021",4436,17,4,R$ 60,R$ 240
4390,"segunda-feira, 13 de dezembro de 2021",3928,17,4,R$ 60,R$ 240
4393,"segunda-feira, 13 de dezembro de 2021",3538,17,4,R$ 60,R$ 240
4430,"quinta-feira, 16 de dezembro de 2021",621,17,4,R$ 60,R$ 240
4464,"sábado, 18 de dezembro de 2021",4973,17,4,R$ 60,R$ 240
4468,"sábado, 18 de dezembro de 2021",7823,17,4,R$ 60,R$ 240
4556,"quinta-feira, 23 de dezembro de 2021",9813,17,4,R$ 60,R$ 240
4573,"sexta-feira, 24 de dezembro de 2021",2448,17,4,R$ 60,R$ 240
4594,"sábado, 25 de dezembro de 2021",4061,17,4,R$ 60,R$ 240
4708,"sexta-feira, 31 de dezembro de 2021",1850,17,4,R$ 60,R$ 240
4748,"sábado, 1 de janeiro de 2022",1222,17,4,R$ 60,R$ 240
4758,"domingo, 2 de janeiro de 2022",4756,17,4,R$ 60,R$ 240
4759,"domingo, 2 de janeiro de 2022",4855,17,4,R$ 60,R$ 240
4824,"quarta-feira, 5 de janeiro de 2022",3416,17,4,R$ 60,R$ 240
5041,"sexta-feira, 14 de janeiro de 2022",789,17,4,R$ 60,R$ 240
5046,"sexta-feira, 14 de janeiro de 2022",79,17,4,R$ 60,R$ 240
5084,"sábado, 15 de janeiro de 2022",3615,17,4,R$ 60,R$ 240
5511,"terça-feira, 1 de fevereiro de 2022",2112,17,4,R$ 60,R$ 240
5575,"quinta-feira, 3 de fevereiro de 2022",6886,17,4,R$ 60,R$ 240
5605,"sexta-feira, 4 de fevereiro de 2022",7970,17,4,R$ 60,R$ 240
5618,"sexta-feira, 4 de fevereiro de 2022",2445,17,4,R$ 60,R$ 240
5763,"quinta-feira, 10 de fevereiro de 2022",1277,17,4,R$ 60,R$ 240
5775,"quinta-feira, 10 de fevereiro de 2022",1780,17,4,R$ 60,R$ 240
5793,"sexta-feira, 11 de fevereiro de 2022",1693,17,4,R$ 60,R$ 240
5843,"domingo, 13 de fevereiro de 2022",389,17,4,R$ 60,R$ 240
6006,"sexta-feira, 18 de fevereiro de 2022",3125,17,4,R$ 60,R$ 240
6318,"terça-feira, 1 de março de 2022",9830,17,4,R$ 60,R$ 240
6412,"sexta-feira, 4 de março de 2022",8097,17,4,R$ 60,R$ 240
6558,"quinta-feira, 10 de março de 2022",6709,17,4,R$ 60,R$ 240
6578,"sexta-feira, 11 de março de 2022",341,17,4,R$ 60,R$ 240
6608,"sábado, 12 de março de 2022",1003,17,4,R$ 60,R$ 240
6616,"sábado, 12 de março de 2022",5294,17,4,R$ 60,R$ 240
6717,"quarta-feira, 16 de março de 2022",6394,17,4,R$ 60,R$ 240
6740,"quinta-feira, 17 de março de 2022",922,17,4,R$ 60,R$ 240
6781,"sábado, 19 de março de 2022",6055,17,4,R$ 60,R$ 240
7029,"segunda-feira, 28 de março de 2022",5605,17,4,R$ 60,R$ 240
7035,"terça-feira, 29 de março de 2022",8414,17,4,R$ 60,R$ 240
7120,"quinta-feira, 31 de março de 2022",6262,17,4,R$ 60,R$ 240
7140,"sexta-feira, 1 de abril de 2022",7917,17,4,R$ 60,R$ 240
7307,"sexta-feira, 8 de abril de 2022",6318,17,4,R$ 60,R$ 240
7389,"domingo, 10 de abril de 2022",564,17,4,R$ 60,R$ 240
7419,"terça-feira, 12 de abril de 2022",3311,17,4,R$ 60,R$ 240
7469,"quinta-feira, 14 de abril de 2022",2139,17,4,R$ 60,R$ 240
7546,"domingo, 17 de abril de 2022",5847,17,4,R$ 60,R$ 240
7651,"quinta-feira, 21 de abril de 2022",9238,17,4,R$ 60,R$ 240
7725,"sábado, 23 de abril de 2022",6304,17,4,R$ 60,R$ 240
7789,"terça-feira, 26 de abril de 2022",2510,17,4,R$ 60,R$ 240
7814,"quarta-feira, 27 de abril de 2022",5295,17,4,R$ 60,R$ 240
7846,"quinta-feira, 28 de abril de 2022",2756,17,4,R$ 60,R$ 240
7863,"quinta-feira, 28 de abril de 2022",7220,17,4,R$ 60,R$ 240
7897,"sexta-feira, 29 de abril de 2022",1079,17,4,R$ 60,R$ 240
7944,"domingo, 1 de maio de 2022",8352,17,4,R$ 60,R$ 240
7945,"domingo, 1 de maio de 2022",7433,17,4,R$ 60,R$ 240
7973,"segunda-feira, 2 de maio de 2022",7072,17,4,R$ 60,R$ 240
7984,"terça-feira, 3 de maio de 2022",4642,17,4,R$ 60,R$ 240
7989,"terça-feira, 3 de maio de 2022",4584,17,4,R$ 60,R$ 240
8039,"quinta-feira, 5 de maio de 2022",3904,17,4,R$ 60,R$ 240
8128,"domingo, 8 de maio de 2022",7337,17,4,R$ 60,R$ 240
8210,"terça-feira, 10 de maio de 2022",8080,17,4,R$ 60,R$ 240
8308,"domingo, 15 de maio de 2022",8457,17,4,R$ 60,R$ 240
8324,"domingo, 15 de maio de 2022",6367,17,4,R$ 60,R$ 240
8462,"sexta-feira, 20 de maio de 2022",597,17,4,R$ 60,R$ 240
8519,"domingo, 22 de maio de 2022",2587,17,4,R$ 60,R$ 240
8793,"quarta-feira, 1 de junho de 2022",9037,17,4,R$ 60,R$ 240
8837,"sexta-feira, 3 de junho de 2022",6494,17,4,R$ 60,R$ 240
8864,"sábado, 4 de junho de 2022",5877,17,4,R$ 60,R$ 240
8906,"domingo, 5 de junho de 2022",6968,17,4,R$ 60,R$ 240
8918,"segunda-feira, 6 de junho de 2022",8919,17,4,R$ 60,R$ 240
8937,"segunda-feira, 6 de junho de 2022",9366,17,4,R$ 60,R$ 240
8950,"terça-feira, 7 de junho de 2022",896,17,4,R$ 60,R$ 240
8994,"quarta-feira, 8 de junho de 2022",7134,17,4,R$ 60,R$ 240
9147,"terça-feira, 14 de junho de 2022",1872,17,4,R$ 60,R$ 240
9163,"quarta-feira, 15 de junho de 2022",9480,17,4,R$ 60,R$ 240
9181,"quarta-feira, 15 de junho de 2022",6604,17,4,R$ 60,R$ 240
9269,"sábado, 18 de junho de 2022",1744,17,4,R$ 60,R$ 240
9286,"domingo, 19 de junho de 2022",9709,17,4,R$ 60,R$ 240
9375,"quarta-feira, 22 de junho de 2022",1451,17,4,R$ 60,R$ 240
9710,"terça-feira, 5 de julho de 2022",5134,17,4,R$ 60,R$ 240
9737,"quarta-feira, 6 de julho de 2022",2178,17,4,R$ 60,R$ 240
10009,"sexta-feira, 15 de julho de 2022",2115,17,4,R$ 60,R$ 240
10121,"terça-feira, 19 de julho de 2022",4325,17,4,R$ 60,R$ 240
10165,"quarta-feira, 20 de julho de 2022",7978,17,4,R$ 60,R$ 240
10216,"sexta-feira, 22 de julho de 2022",6604,17,4,R$ 60,R$ 240
10248,"domingo, 24 de julho de 2022",9561,17,4,R$ 60,R$ 240
10330,"quarta-feira, 27 de julho de 2022",3377,17,4,R$ 60,R$ 240
10335,"quarta-feira, 27 de julho de 2022",3243,17,4,R$ 60,R$ 240
10448,"segunda-feira, 1 de agosto de 2022",9116,17,4,R$ 60,R$ 240
10531,"quinta-feira, 4 de agosto de 2022",8486,17,4,R$ 60,R$ 240
10573,"sábado, 6 de agosto de 2022",2423,17,4,R$ 60,R$ 240
10671,"terça-feira, 9 de agosto de 2022",4048,17,4,R$ 60,R$ 240
10696,"quarta-feira, 10 de agosto de 2022",1622,17,4,R$ 60,R$ 240
10723,"quinta-feira, 11 de agosto de 2022",8870,17,4,R$ 60,R$ 240
10790,"sábado, 13 de agosto de 2022",2918,17,4,R$ 60,R$ 240
10840,"segunda-feira, 15 de agosto de 2022",9460,17,4,R$ 60,R$ 240
10851,"terça-feira, 16 de agosto de 2022",4226,17,4,R$ 60,R$ 240
10864,"terça-feira, 16 de agosto de 2022",4731,17,4,R$ 60,R$ 240
10873,"terça-feira, 16 de agosto de 2022",1763,17,4,R$ 60,R$ 240
10900,"quarta-feira, 17 de agosto de 2022",5008,17,4,R$ 60,R$ 240
10951,"sábado, 20 de agosto de 2022",3410,17,4,R$ 60,R$ 240
11017,"terça-feira, 23 de agosto de 2022",3174,17,4,R$ 60,R$ 240
11021,"terça-feira, 23 de agosto de 2022",3925,17,4,R$ 60,R$ 240
11253,"quarta-feira, 31 de agosto de 2022",7231,17,4,R$ 60,R$ 240
11270,"quinta-feira, 1 de setembro de 2022",9093,17,4,R$ 60,R$ 240
11320,"sábado, 3 de setembro de 2022",4547,17,4,R$ 60,R$ 240
11394,"terça-feira, 6 de setembro de 2022",1366,17,4,R$ 60,R$ 240
11473,"sexta-feira, 9 de setembro de 2022",1663,17,4,R$ 60,R$ 240
11522,"sábado, 10 de setembro de 2022",5956,17,4,R$ 60,R$ 240
11557,"segunda-feira, 12 de setembro de 2022",4250,17,4,R$ 60,R$ 240
